N°,TIPO,FECHA,MODALIDAD,DIRECCIÓN,SECTOR,CATEGORIA
"3,410",APOYO A PNP TRANSITO,21/10/2018 14:18,,"AV. DOS DE MAYO, SAN ISIDRO",1-2,
"3,411",APOYO A PNP TRANSITO,21/10/2018 12:17,,"CA. 2 (URB. ORRANTIA DEL MAR - ZONA V), SAN ISIDRO",2-7,
"3,412",APOYO A PNP TRANSITO,21/10/2018 11:38,,"CA. FUENTES, MANUEL ATANASIO N° 0520, SAN ISIDRO",4-3,
"3,413",APOYO A PNP TRANSITO,21/10/2018 10:35,,"CA. ANTEQUERA N° 0211, SAN ISIDRO",4-1,
"3,414",APOYO A PNP TRANSITO,20/10/2018 18:18,,"AV. MIRO QUESADA, AURELIO DPTO 1202, SAN ISIDRO",3-1,
"3,415",APOYO A PNP TRANSITO,20/10/2018 15:10,,"AV. PRADO ESTE, JAVIER N° 0578, SAN ISIDRO",4-2,
"3,416",APOYO A PNP TRANSITO,20/10/2018 12:16,,"AV. ARAMBURU, ANDRÉS N° 0577, SAN ISIDRO",4-4,
"3,417",APOYO A PNP TRANSITO,20/10/2018 12:05,,"CA. LOS LAURELES N° 0307, SAN ISIDRO",1-5,
"3,418",APOYO A PNP TRANSITO,20/10/2018 11:58,,"CA. FUENTES, MANUEL ATANASIO N° 0526, SAN ISIDRO",4-3,
"3,419",APOYO A PNP TRANSITO,20/10/2018 11:27,,"CA. BEJAR, CURA N° 0190, SAN ISIDRO",3-3,
"3,420",APOYO A PNP TRANSITO,20/10/2018 00:26,,"CA. SALAZAR, MANUEL MARCOS N° 0180, SAN ISIDRO",2-2,
"3,421",APOYO A PNP TRANSITO,19/10/2018 22:00,,"CA. LAS MORERAS, SAN ISIDRO",1-4,
"3,422",APOYO A PNP TRANSITO,19/10/2018 21:20,,"CA. LAS BEGONIAS, SAN ISIDRO",4-2,
"3,423",APOYO A PNP TRANSITO,19/10/2018 20:39,,"CA. SALAZAR, ALFÉREZ ALFREDO, SAN ISIDRO",2-6,
"3,424",APOYO A PNP TRANSITO,19/10/2018 20:28,,"AV. ARAMBURU, ANDRÉS N° 0519, SAN ISIDRO",4-4,
"3,425",APOYO A PNP TRANSITO,19/10/2018 19:36,,"CA. LAS PALMERAS, SAN ISIDRO",3-1,
"3,426",APOYO A PNP TRANSITO,19/10/2018 18:01,,"C.HAB RESIDENCIAL SANTA CRUZ BLK S , SAN ISIDRO",2-4,
"3,427",APOYO A PNP TRANSITO,19/10/2018 17:43,,"AV. CANAVAL MOREYRA, ENRIQUE N° 0282, SAN ISIDRO",4-4,
"3,428",APOYO A PNP TRANSITO,19/10/2018 17:28,,"CA. GRANDA, JOSÉ N° 0532, SAN ISIDRO",1-4,
"3,429",APOYO A PNP TRANSITO,19/10/2018 16:59,,"CA. SCHREIBER, GERMÁN N° 0291, SAN ISIDRO",4-4,
"3,430",APOYO A PNP TRANSITO,19/10/2018 16:35,,"CA. LA FLORIDA N° 0170, SAN ISIDRO",4-3,
"3,431",APOYO A PNP TRANSITO,19/10/2018 16:03,,"AV. REPUBLICA DE COLOMBIA, SAN ISIDRO",4-3,
"3,432",APOYO A PNP TRANSITO,19/10/2018 15:45,,"CA. UGARTE Y MOSCOSO, MANUEL SEBASTIAN N° 0944, SAN ISIDRO",2-1,
"3,433",APOYO A PNP TRANSITO,19/10/2018 15:14,,"AV. REPUBLICA, PASEO DE LA N° 3490, SAN ISIDRO",4-2,
"3,434",APOYO A PNP TRANSITO,19/10/2018 15:01,,"AV. REPUBLICA, PASEO DE LA N° 3691, SAN ISIDRO",4-4,
"3,435",APOYO A PNP TRANSITO,19/10/2018 13:51,,"CA. LAS BEGONIAS DPTO 2, SAN ISIDRO",4-2,
"3,436",APOYO A PNP TRANSITO,19/10/2018 13:25,,"CA. VILLARREAL, FEDERICO N° 0480, SAN ISIDRO",4-3,
"3,437",APOYO A PNP TRANSITO,19/10/2018 12:29,,"CA. GONZALES OLAECHEA, MANUEL N° 0235, SAN ISIDRO",4-4,
"3,438",APOYO A PNP TRANSITO,19/10/2018 11:38,,"AV. ALAYZA Y PAZ SOLDAN, FRANCISCO, SAN ISIDRO",2-5,
"3,439",APOYO A PNP TRANSITO,19/10/2018 11:10,,"AV. REPUBLICA, PASEO DE LA N° 3490, SAN ISIDRO",4-2,
"3,440",APOYO A PNP TRANSITO,19/10/2018 11:10,,"CA. ROAUD Y PAZ SOLDAN, MANUEL N° 0331, SAN ISIDRO",3-2,
"3,441",APOYO A PNP TRANSITO,19/10/2018 10:58,,"AV. PEZET, GENERAL JUAN ANTONIO N° 1505, SAN ISIDRO",2-2,
"3,442",APOYO A PNP TRANSITO,19/10/2018 10:18,,"AV. PASEO PARODI, SAN ISIDRO",4-1,
"3,443",APOYO A PNP TRANSITO,19/10/2018 10:11,,"CA. LAS BEGONIAS, SAN ISIDRO",4-2,
"3,444",APOYO A PNP TRANSITO,19/10/2018 10:02,,"CA. UGARTE Y MOSCOSO, MANUEL SEBASTIAN N° 0822, SAN ISIDRO",2-1,
"3,445",APOYO A PNP TRANSITO,19/10/2018 09:54,,"CA. ANTEQUERA N° 0211, SAN ISIDRO",4-1,
"3,446",APOYO A PNP TRANSITO,19/10/2018 09:29,,"AV. REPUBLICA, PASEO DE LA N° 3490, SAN ISIDRO",4-2,
"3,447",APOYO A PNP TRANSITO,19/10/2018 09:13,,"CA. LAS CAMELIAS N° 0891, SAN ISIDRO",4-2,
"3,448",APOYO A PNP TRANSITO,19/10/2018 09:09,,"CA. SCHREIBER, GERMÁN N° 0121, SAN ISIDRO",4-4,
"3,449",APOYO A PNP TRANSITO,19/10/2018 08:38,,"AV. PRADO OESTE, JAVIER, SAN ISIDRO",1-6,
"3,450",APOYO A PNP TRANSITO,19/10/2018 08:25,,"AV. CANAVAL MOREYRA, ENRIQUE N° 0555, SAN ISIDRO",5-1,
"3,451",APOYO A PNP TRANSITO,19/10/2018 07:40,,"CA. LAS CASAS, SAN ISIDRO",4-1,
"3,452",APOYO A PNP TRANSITO,19/10/2018 07:02,,"PSJE. CISNEROS, LUIS BENJAMÍN N° 0245, SAN ISIDRO",3-3,
"3,453",APOYO A PNP TRANSITO,19/10/2018 05:41,,"CA. LOS EUCALIPTOS N° 0555, SAN ISIDRO",1-5,
"3,454",APOYO A PNP TRANSITO,18/10/2018 22:12,,"CA. ALZAMORA - ESTE, LIZARDO N° 0465, SAN ISIDRO",3-2,
"3,455",APOYO A PNP TRANSITO,18/10/2018 21:24,,"CA. LOS ALAMOS N° 0470, SAN ISIDRO",1-6,
"3,456",APOYO A PNP TRANSITO,18/10/2018 19:41,,"CA. HALCONES N° 0181 DPTO 202, SAN ISIDRO",4-4,
"3,457",APOYO A PNP TRANSITO,18/10/2018 19:36,,"AV. PEZET, GENERAL JUAN ANTONIO, SAN ISIDRO",2-2,
"3,458",APOYO A PNP TRANSITO,18/10/2018 18:37,,"CA. LAS BEGONIAS, SAN ISIDRO",4-2,
"3,459",APOYO A PNP TRANSITO,18/10/2018 18:34,,"CA. LOS LAURELES N° 0307, SAN ISIDRO",1-5,
"3,460",APOYO A PNP TRANSITO,18/10/2018 18:33,,"CA. VALDIVIA, DEAN, SAN ISIDRO",4-2,
"3,461",APOYO A PNP TRANSITO,18/10/2018 16:49,,"CA. LOS NOGALES, SAN ISIDRO",1-2,
"3,462",APOYO A PNP TRANSITO,18/10/2018 16:38,,"CA. CHOQUEHUANCA N° 1185, SAN ISIDRO",1-6,
"3,463",APOYO A PNP TRANSITO,18/10/2018 16:25,,"CA. GRAÑA ELIZALDE, CARLOS, SAN ISIDRO",2-6,
"3,464",APOYO A PNP TRANSITO,18/10/2018 16:14,,"CA. LOS ALAMOS N° 0340, SAN ISIDRO",1-6,
"3,465",APOYO A PNP TRANSITO,18/10/2018 15:31,,"AV. BELAUNDE, VÍCTOR ANDRÉS N° 0370, SAN ISIDRO",1-6,
"3,466",APOYO A PNP TRANSITO,18/10/2018 15:27,,"CA. TUCANES N° 0295, SAN ISIDRO",4-4,
"3,467",APOYO A PNP TRANSITO,18/10/2018 15:18,,"CA. 18 NORTE (URB. CORPAC) N° 0259, SAN ISIDRO",5-2,
"3,468",APOYO A PNP TRANSITO,18/10/2018 14:06,,"CA. MARCONI, GUILLERMO N° 0225, SAN ISIDRO",1-1,
"3,469",APOYO A PNP TRANSITO,18/10/2018 13:13,,"AV. GALVEZ BARRENECHEA, JOSÉ N° 1060, SAN ISIDRO",5-4,
"3,470",APOYO A PNP TRANSITO,18/10/2018 13:04,,"CA. CERDEÑA, MARISCAL BLAS N° 0485, SAN ISIDRO",2-6,
"3,471",APOYO A PNP TRANSITO,18/10/2018 12:22,,"AV. PARDO Y ALIAGA, FELIPE N° SN, SAN ISIDRO",2-6,
"3,472",APOYO A PNP TRANSITO,18/10/2018 12:22,,"CA. CISNES N° 0501 DPTO 201, SAN ISIDRO",4-4,
"3,473",APOYO A PNP TRANSITO,18/10/2018 12:08,,"AV. DOS DE MAYO N° 1670, SAN ISIDRO",1-1,
"3,474",APOYO A PNP TRANSITO,18/10/2018 11:31,,"CA. ANTEQUERA N° 0152, SAN ISIDRO",4-1,
"3,475",APOYO A PNP TRANSITO,18/10/2018 11:29,,"CA. FUENTES, MANUEL ATANASIO N° 0662, SAN ISIDRO",4-3,
"3,476",APOYO A PNP TRANSITO,18/10/2018 10:53,,"CA. UGARTE Y MOSCOSO, MANUEL SEBASTIAN N° 0710, SAN ISIDRO",2-1,
"3,477",APOYO A PNP TRANSITO,18/10/2018 10:23,,"CA. ALCATRACES N° 0174, SAN ISIDRO",4-4,
"3,478",APOYO A PNP TRANSITO,18/10/2018 10:03,,"CA. ANTEQUERA N° 0211, SAN ISIDRO",4-1,
"3,479",APOYO A PNP TRANSITO,18/10/2018 09:59,,"AV. PRADO ESTE, JAVIER N° 1130, SAN ISIDRO",5-2,
"3,480",APOYO A PNP TRANSITO,18/10/2018 09:29,,"CA. MANZANILLA, JOSÉ MATIAS, SAN ISIDRO",2-5,
"3,481",APOYO A PNP TRANSITO,18/10/2018 09:20,,"CA. FUENTES, MANUEL ATANASIO N° 0881, SAN ISIDRO",4-3,
"3,482",APOYO A PNP TRANSITO,18/10/2018 08:51,,"CA. LOS PINOS, SAN ISIDRO",3-1,
"3,483",APOYO A PNP TRANSITO,18/10/2018 08:41,,"CA. GONZALES OLAECHEA, MANUEL N° 0304, SAN ISIDRO",4-4,
"3,484",APOYO A PNP TRANSITO,18/10/2018 06:18,,"AV. PRADO ESTE, JAVIER, SAN ISIDRO",4-2,
"3,485",APOYO A PNP TRANSITO,17/10/2018 18:02,,"AV. PEREZ ARANIBAR, AUGUSTO, SAN ISIDRO",2-1,
"3,486",APOYO A PNP TRANSITO,17/10/2018 17:53,,"CA. SALAZAR, MANUEL MARCOS, SAN ISIDRO",2-2,
"3,487",APOYO A PNP TRANSITO,17/10/2018 17:09,,"CA. FUENTES, MANUEL ATANASIO N° 0490, SAN ISIDRO",4-3,
"3,488",APOYO A PNP TRANSITO,17/10/2018 16:07,,"CA. LOS OLIVOS, SAN ISIDRO",3-1,
"3,489",APOYO A PNP TRANSITO,17/10/2018 15:46,,"AV. CANAVAL MOREYRA, ENRIQUE N° 0328, SAN ISIDRO",4-4,
"3,490",APOYO A PNP TRANSITO,17/10/2018 15:35,,"CA. LAS CAMELIAS N° 0555, SAN ISIDRO",4-2,
"3,491",APOYO A PNP TRANSITO,17/10/2018 15:29,,"CA. MERINO REYNA, AMADOR N° 0160 INT A, SAN ISIDRO",4-1,
"3,492",APOYO A PNP TRANSITO,17/10/2018 15:19,,"CA. ARCA PARRO, ALBERTO N° 0160, SAN ISIDRO",3-3,
"3,493",APOYO A PNP TRANSITO,17/10/2018 15:04,,"AV. MIRO QUESADA, AURELIO N° 1030, SAN ISIDRO",1-4,
"3,494",APOYO A PNP TRANSITO,17/10/2018 14:30,,"CA. LOS ALAMOS N° 0351, SAN ISIDRO",1-6,
"3,495",APOYO A PNP TRANSITO,17/10/2018 14:15,,"CA. LOS ANADES N° 0179, SAN ISIDRO",5-1,
"3,496",APOYO A PNP TRANSITO,17/10/2018 14:12,,"CA. LOS OLIVOS, SAN ISIDRO",3-1,
"3,497",APOYO A PNP TRANSITO,17/10/2018 14:10,,"AV. ALVAREZ CALDERON N° 0530, SAN ISIDRO",2-5,
"3,498",APOYO A PNP TRANSITO,17/10/2018 13:35,,"CA. LOS CIPRESES N° 0398, SAN ISIDRO",1-6,
"3,499",APOYO A PNP TRANSITO,17/10/2018 13:11,,"CA. LOS RUISEÑORES ESTE N° 0440, SAN ISIDRO",5-2,
"3,500",APOYO A PNP TRANSITO,17/10/2018 12:21,,"CA. LOS LAURELES N° 0250, SAN ISIDRO",1-2,
"3,501",APOYO A PNP TRANSITO,17/10/2018 12:04,,"CA. COUNTRY N° 0165, SAN ISIDRO",1-4,
"3,502",APOYO A PNP TRANSITO,17/10/2018 11:54,,"CA. LA TORRE, BALTAZAR N° 0898, SAN ISIDRO",2-2,
"3,503",APOYO A PNP TRANSITO,17/10/2018 11:29,,"CA. SALAZAR, ALFÉREZ ALFREDO N° 0925, SAN ISIDRO",2-6,
"3,504",APOYO A PNP TRANSITO,17/10/2018 10:38,,"CA. 21 (URB. CORPAC) N° 0755, SAN ISIDRO",5-2,
"3,505",APOYO A PNP TRANSITO,17/10/2018 10:25,,"CA. ANTEQUERA N° 0211, SAN ISIDRO",4-1,
"3,506",APOYO A PNP TRANSITO,17/10/2018 10:22,,"CA. LOS SAUCES N° 0203, SAN ISIDRO",3-1,
"3,507",APOYO A PNP TRANSITO,17/10/2018 09:24,,"AV. PRADO ESTE, JAVIER N° 1130, SAN ISIDRO",5-2,
"3,508",APOYO A PNP TRANSITO,17/10/2018 09:05,,"CA. BARCELONA N° 0275, SAN ISIDRO",1-1,
"3,509",APOYO A PNP TRANSITO,17/10/2018 08:06,,"CA. 6 (URB. CORPAC) N° 0221, SAN ISIDRO",5-3,
"3,510",APOYO A PNP TRANSITO,16/10/2018 23:43,,"AV. ARAMBURU, ANDRÉS N° 0865, SAN ISIDRO",4-4,
"3,511",APOYO A PNP TRANSITO,16/10/2018 19:10,,"CA. ALCATRACES N° 0161, SAN ISIDRO",4-4,
"3,512",APOYO A PNP TRANSITO,16/10/2018 17:49,,"CA. CAVERO, JUAN C. N° 0275, SAN ISIDRO",3-2,
"3,513",APOYO A PNP TRANSITO,16/10/2018 17:04,,"AV. REPUBLICA DE COLOMBIA N° 0791, SAN ISIDRO",4-2,
"3,514",APOYO A PNP TRANSITO,16/10/2018 16:09,,"CA. BURGOS N° 0230, SAN ISIDRO",1-1,
"3,515",APOYO A PNP TRANSITO,16/10/2018 16:01,,"CA. ESQUILACHE N° 0371, SAN ISIDRO",3-2,
"3,516",APOYO A PNP TRANSITO,16/10/2018 15:51,,"CA. GONZALES DE LA ROSA, MANUEL N° 0286, SAN ISIDRO",1-4,
"3,517",APOYO A PNP TRANSITO,16/10/2018 15:33,,"CA. FLORA TRISTAN N° 0510, SAN ISIDRO",1-3,
"3,518",APOYO A PNP TRANSITO,16/10/2018 13:29,,"AV. ARAMBURU, ANDRÉS N° 0235, SAN ISIDRO",4-3,
"3,519",APOYO A PNP TRANSITO,16/10/2018 12:17,,"CA. 20 (URB. CORPAC) N° 0151, SAN ISIDRO",5-2,
"3,520",APOYO A PNP TRANSITO,16/10/2018 12:11,,"CA. ALCATRACES N° 0174, SAN ISIDRO",4-4,
"3,521",APOYO A PNP TRANSITO,16/10/2018 11:04,,"CA. ANTEQUERA N° 0211, SAN ISIDRO",4-1,
"3,522",APOYO A PNP TRANSITO,16/10/2018 10:41,,"AV. REPUBLICA, PASEO DE LA N° 3121, SAN ISIDRO",4-4,
"3,523",APOYO A PNP TRANSITO,16/10/2018 09:50,,"CA. CARRION, DANIEL ALCIDES N° 0260, SAN ISIDRO",1-1,
"3,524",APOYO A PNP TRANSITO,16/10/2018 09:45,,"CA. ANTEQUERA N° 0455, SAN ISIDRO",4-1,
"3,525",APOYO A PNP TRANSITO,16/10/2018 09:34,,"CA. ANTEQUERA N° 0455, SAN ISIDRO",4-1,
"3,526",APOYO A PNP TRANSITO,16/10/2018 09:11,,"CA. SAMANEZ OCAMPO, DAVID N° 0277, SAN ISIDRO",2-5,
"3,527",APOYO A PNP TRANSITO,16/10/2018 08:53,,"CA. LOS CASTAÑOS N° 0240, SAN ISIDRO",1-1,
"3,528",APOYO A PNP TRANSITO,16/10/2018 08:39,,"CA. LAS CAMELIAS N° 0833, SAN ISIDRO",4-2,
"3,529",APOYO A PNP TRANSITO,15/10/2018 21:08,,"CA. ALCATRACES N° 0185, SAN ISIDRO",4-4,
"3,530",APOYO A PNP TRANSITO,15/10/2018 20:25,,"CA. LOS EUCALIPTOS N° 0623, SAN ISIDRO",1-5,
"3,531",APOYO A PNP TRANSITO,15/10/2018 18:09,,"AV. ARAMBURU, ANDRÉS N° 0189, SAN ISIDRO",4-3,
"3,532",APOYO A PNP TRANSITO,15/10/2018 17:52,,"AV. DEL PARQUE NORTE N° 0296, SAN ISIDRO",5-2,
"3,533",APOYO A PNP TRANSITO,15/10/2018 17:49,,"CA. LOS SAUCES N° 0203, SAN ISIDRO",3-1,
"3,534",APOYO A PNP TRANSITO,15/10/2018 16:14,,"CA. LA JARA, CAPITANES N° 0156, SAN ISIDRO",4-3,
"3,535",APOYO A PNP TRANSITO,15/10/2018 16:13,,"AV. PRADO ESTE, JAVIER N° 1156, SAN ISIDRO",5-2,
"3,536",APOYO A PNP TRANSITO,15/10/2018 16:08,,"AV. DOS DE MAYO N° 1259, SAN ISIDRO",1-2,
"3,537",APOYO A PNP TRANSITO,15/10/2018 15:48,,"AV. PRADO ESTE, JAVIER N° 1692, SAN ISIDRO",5-3,
"3,538",APOYO A PNP TRANSITO,15/10/2018 15:31,,"CA. LAS GROJILLAS N° 0109, SAN ISIDRO",5-2,
"3,539",APOYO A PNP TRANSITO,15/10/2018 14:43,,"CA. ACOSTA, CARLOS N° 0169, SAN ISIDRO",4-3,
"3,540",APOYO A PNP TRANSITO,15/10/2018 14:22,,"AV. BASADRE GROHMANN, JORGE N° 1385, SAN ISIDRO",1-5,
"3,541",APOYO A PNP TRANSITO,15/10/2018 14:06,,"AV. GUARDIA CIVIL N° 0975, SAN ISIDRO",5-4,
"3,542",APOYO A PNP TRANSITO,15/10/2018 13:59,,"AV. LOS CONQUISTADORES N° 1266, SAN ISIDRO",3-2,
"3,543",APOYO A PNP TRANSITO,15/10/2018 13:52,,"AV. LOS CONQUISTADORES, SAN ISIDRO",3-2,
"3,544",APOYO A PNP TRANSITO,15/10/2018 13:36,,"CA. GONZALES OLAECHEA, MANUEL N° 0366, SAN ISIDRO",4-4,
"3,545",APOYO A PNP TRANSITO,15/10/2018 13:21,,"CA. MAURTUA, VICTOR A. N° 0200, SAN ISIDRO",2-6,
"3,546",APOYO A PNP TRANSITO,15/10/2018 12:53,,"CA. ESQUILACHE N° 0181, SAN ISIDRO",3-3,
"3,547",APOYO A PNP TRANSITO,15/10/2018 12:52,,"CA. LOS NARANJOS N° 0180 DPTO 7, SAN ISIDRO",1-2,
"3,548",APOYO A PNP TRANSITO,15/10/2018 12:26,,"AV. REPUBLICA, PASEO DE LA N° 3490, SAN ISIDRO",4-2,
"3,549",APOYO A PNP TRANSITO,15/10/2018 11:53,,"AV. DEL CAMPO, ALBERTO N° 0264, SAN ISIDRO",1-4,
"3,550",APOYO A PNP TRANSITO,15/10/2018 11:16,,"AV. DEL CAMPO, ALBERTO, SAN ISIDRO",2-1,
"3,551",APOYO A PNP TRANSITO,15/10/2018 11:08,,"CA. DE ECHENIQUE, MIGUEL, SAN ISIDRO",1-4,
"3,552",APOYO A PNP TRANSITO,15/10/2018 11:06,,"AV. DASSO, MIGUEL, SAN ISIDRO",2-6,
"3,553",APOYO A PNP TRANSITO,15/10/2018 10:53,,"AV. LOS CONQUISTADORES, SAN ISIDRO",3-2,
"3,554",APOYO A PNP TRANSITO,15/10/2018 10:45,,"CA. GIBSON MOLLER, PERCY N° 0190, SAN ISIDRO",4-1,
"3,555",APOYO A PNP TRANSITO,15/10/2018 10:39,,"CA. LOS LAURELES N° 0335, SAN ISIDRO",1-5,
"3,556",APOYO A PNP TRANSITO,15/10/2018 10:32,,"CA. TELLERIA, SEBASTIAN N° 0271, SAN ISIDRO",4-1,
"3,557",APOYO A PNP TRANSITO,15/10/2018 10:29,,"CA. GONZALES OLAECHEA, MANUEL, SAN ISIDRO",4-4,
"3,558",APOYO A PNP TRANSITO,15/10/2018 10:03,,"CA. LAS CAMELIAS N° 0877, SAN ISIDRO",4-2,
"3,559",APOYO A PNP TRANSITO,15/10/2018 09:40,,"CA. LAS CAMELIAS N° 0877, SAN ISIDRO",4-2,
"3,560",APOYO A PNP TRANSITO,15/10/2018 09:39,,"CA. VELARDE, SAMUEL, SAN ISIDRO",2-1,
"3,561",APOYO A PNP TRANSITO,15/10/2018 09:35,,"CA. LAS CAMELIAS N° 0877, SAN ISIDRO",4-2,
"3,562",APOYO A PNP TRANSITO,15/10/2018 09:13,,"CA. DE CERVANTES SAAVEDRA, MIGUEL, SAN ISIDRO",2-5,
"3,563",APOYO A PNP TRANSITO,15/10/2018 08:07,,"CA. 33 (URB. CORPAC), SAN ISIDRO",5-4,
"3,564",APOYO A PNP TRANSITO,14/10/2018 21:15,,"AV. PORTILLO, CORONEL PEDRO, SAN ISIDRO",2-3,
"3,565",APOYO A PNP TRANSITO,14/10/2018 19:05,,"CA. CERDEÑA, MARISCAL BLAS N° 0480, SAN ISIDRO",2-6,
"3,566",APOYO A PNP TRANSITO,14/10/2018 17:24,,"CA. 15 (URB. CORPAC) N° 0130, SAN ISIDRO",5-3,
"3,567",APOYO A PNP TRANSITO,14/10/2018 15:12,,"CA. BILBAO N° 0314, SAN ISIDRO",1-3,
"3,568",APOYO A PNP TRANSITO,14/10/2018 13:45,,"CA. CERDEÑA, MARISCAL BLAS N° 0480, SAN ISIDRO",2-6,
"3,569",APOYO A PNP TRANSITO,14/10/2018 00:11,,"CA. LOS PINOS N° 0551, SAN ISIDRO",3-1,
"3,570",APOYO A PNP TRANSITO,13/10/2018 21:30,,"CA. LOS FICUS N° 0323, SAN ISIDRO",1-6,
"3,571",APOYO A PNP TRANSITO,13/10/2018 19:20,,"CA. PAZ Y PERFECTA UNION N° 0625, SAN ISIDRO",5-4,
"3,572",APOYO A PNP TRANSITO,13/10/2018 18:59,,"CA. DE LA TORRE GONZALES, AGUSTÍN N° 0215, SAN ISIDRO",3-3,
"3,573",APOYO A PNP TRANSITO,13/10/2018 15:26,,"CA. SANTA LUISA N° 0195, SAN ISIDRO",3-1,
"3,574",APOYO A PNP TRANSITO,13/10/2018 13:42,,"CA. LOS EUCALIPTOS N° 0291, SAN ISIDRO",1-1,
"3,575",APOYO A PNP TRANSITO,13/10/2018 13:26,,"AV. SALAVERRY, GENERAL N° 3333, SAN ISIDRO",2-2,
"3,576",APOYO A PNP TRANSITO,13/10/2018 12:17,,"AV. CANAVAL MOREYRA, ENRIQUE N° 0290, SAN ISIDRO",4-4,
"3,577",APOYO A PNP TRANSITO,13/10/2018 12:11,,"AV. SANTA CRUZ, SAN ISIDRO",3-3,
"3,578",APOYO A PNP TRANSITO,13/10/2018 11:01,,"CA. LOS PINOS N° 0551, SAN ISIDRO",3-1,
"3,579",APOYO A PNP TRANSITO,13/10/2018 10:40,,"AV. GALVEZ BARRENECHEA, JOSÉ N° 1030, SAN ISIDRO",5-4,
"3,580",APOYO A PNP TRANSITO,13/10/2018 10:25,,"CA. LOS EUCALIPTOS N° 0383, SAN ISIDRO",1-5,
"3,581",APOYO A PNP TRANSITO,13/10/2018 07:32,,"CA. LOS LAURELES N° 0383, SAN ISIDRO",1-5,
"3,582",APOYO A PNP TRANSITO,12/10/2018 21:56,,"CA. LA PERRICHOLI N° 0265, SAN ISIDRO",4-1,
"3,583",APOYO A PNP TRANSITO,12/10/2018 16:50,,"AV. HERNANDEZ, DANIEL, SAN ISIDRO",3-1,
"3,584",APOYO A PNP TRANSITO,12/10/2018 16:48,,"CA. LOS LIBERTADORES, SAN ISIDRO",3-2,
"3,585",APOYO A PNP TRANSITO,12/10/2018 15:32,,"CA. ANCHORENA, JOSÉ DIONISIO N° 0053, SAN ISIDRO",2-2,
"3,586",APOYO A PNP TRANSITO,12/10/2018 13:11,,"CA. ATENAS (URB. COUNTRY CLUB) N° 0111, SAN ISIDRO",1-4,
"3,587",APOYO A PNP TRANSITO,12/10/2018 11:51,,"CA. GONZALES OLAECHEA, MANUEL N° 0235, SAN ISIDRO",4-4,
"3,588",APOYO A PNP TRANSITO,12/10/2018 11:36,,"CA. FUENTES, MANUEL ATANASIO N° 0730, SAN ISIDRO",4-3,
"3,589",APOYO A PNP TRANSITO,12/10/2018 11:35,,"AV. REPUBLICA, PASEO DE LA N° 3121, SAN ISIDRO",4-4,
"3,590",APOYO A PNP TRANSITO,12/10/2018 10:55,,"CA. PORRAS OSORES, CARLOS N° 0370, SAN ISIDRO",1-5,
"3,591",APOYO A PNP TRANSITO,12/10/2018 10:54,,"AV. SANTO TORIBIO N° 0115, SAN ISIDRO",3-2,
"3,592",APOYO A PNP TRANSITO,12/10/2018 10:51,,"CA. ANGULO RAMIREZ, DR. RICARDO J. N° 0845, SAN ISIDRO",5-1,
"3,593",APOYO A PNP TRANSITO,12/10/2018 10:33,,"CA. ALCATRACES N° 0174, SAN ISIDRO",4-4,
"3,594",APOYO A PNP TRANSITO,12/10/2018 10:28,,"CA. 20 (URB. CORPAC) N° 0116, SAN ISIDRO",5-2,
"3,595",APOYO A PNP TRANSITO,12/10/2018 10:26,,"AV. GALVEZ BARRENECHEA, JOSÉ N° 0105, SAN ISIDRO",5-3,
"3,596",APOYO A PNP TRANSITO,12/10/2018 09:24,,"CA. AUDIENCIA N° 0211 DPTO 206, SAN ISIDRO",4-1,
"3,597",APOYO A PNP TRANSITO,12/10/2018 08:32,,"CA. ROAUD Y PAZ SOLDAN, MANUEL, SAN ISIDRO",3-2,
"3,598",APOYO A PNP TRANSITO,11/10/2018 22:13,,"AV. PRESCOTT, GUILLERMO N° 0231, SAN ISIDRO",1-1,
"3,599",APOYO A PNP TRANSITO,11/10/2018 19:54,,"AV. DEL PARQUE NORTE N° 0839, SAN ISIDRO",5-3,
"3,600",APOYO A PNP TRANSITO,11/10/2018 19:48,,"CA. LOS SAUCES N° 0281, SAN ISIDRO",3-1,
"3,601",APOYO A PNP TRANSITO,11/10/2018 19:08,,"CA. RIO DE LA PLATA, SAN ISIDRO",4-3,
"3,602",APOYO A PNP TRANSITO,11/10/2018 18:41,,"CA. MARCONI, GUILLERMO N° 0254, SAN ISIDRO",1-1,
"3,603",APOYO A PNP TRANSITO,11/10/2018 16:18,,"CA. LOS LAURELES N° 0383, SAN ISIDRO",1-5,
"3,604",APOYO A PNP TRANSITO,11/10/2018 16:07,,"CA. LOS CEDROS N° 0279 INT B, SAN ISIDRO",1-2,
"3,605",APOYO A PNP TRANSITO,11/10/2018 15:40,,"CA. TRADICIONES N° 0220, SAN ISIDRO",3-1,
"3,606",APOYO A PNP TRANSITO,11/10/2018 14:12,,"AV. REPUBLICA, PASEO DE LA N° 3490, SAN ISIDRO",4-2,
"3,607",APOYO A PNP TRANSITO,11/10/2018 13:59,,"CA. LA PERRICHOLI N° 0265, SAN ISIDRO",4-1,
"3,608",APOYO A PNP TRANSITO,11/10/2018 13:53,,"AV. SALAVERRY, GENERAL N° 3745, SAN ISIDRO",2-7,
"3,609",APOYO A PNP TRANSITO,11/10/2018 13:52,,"CA. ROAUD Y PAZ SOLDAN, MANUEL, SAN ISIDRO",3-2,
