N°,CASO,DÍA,FECHA,MODALIDAD,MEDIO,DIRECCIÓN
"2,644",00766491,VIERNES,25/01/2019 15:37,,TELÉFONO,"CA. ANTEQUERA, SAN ISIDRO"
"2,645",00766346,VIERNES,25/01/2019 07:18,,TELÉFONO,"AV. DOS DE MAYO, SAN ISIDRO"
"2,646",00766332,VIERNES,25/01/2019 01:31,,TELÉFONO,"CA. ANTEQUERA N° 020116, SAN ISIDRO"
"2,647",00766058,JUEVES,24/01/2019 08:48,,RADIO,"CA. ANTEQUERA N° 020116, SAN ISIDRO"
"2,648",00766055,JUEVES,24/01/2019 08:21,,RADIO,"CA. ANTEQUERA N° 020116, SAN ISIDRO"
"2,649",00766045,JUEVES,24/01/2019 08:05,,TELÉFONO,"CA. ANTEQUERA, SAN ISIDRO"
"2,650",00765932,MIÉRCOLES,23/01/2019 19:02,,TELÉFONO,"AV. PEREZ ARANIBAR, AUGUSTO N° SN, SAN ISIDRO"
"2,651",00765447,MARTES,22/01/2019 07:16,,TELÉFONO,"CA. ANTEQUERA, SAN ISIDRO"
"2,652",00765436,MARTES,22/01/2019 00:00,,RADIO,"AV. AREQUIPA, SAN ISIDRO"
"2,653",00765341,LUNES,21/01/2019 17:16,,TELÉFONO,"CA. ANTEQUERA N° SN, SAN ISIDRO"
"2,654",00765398,LUNES,21/01/2019 16:22,,RADIO,
"2,655",00764886,SÁBADO,19/01/2019 15:22,,TELÉFONO,"CA. ANTEQUERA N° SN, SAN ISIDRO"
"2,656",00764793,SÁBADO,19/01/2019 09:30,,TELÉFONO,"CA. ANTEQUERA N° SN, SAN ISIDRO"
"2,657",00764841,SÁBADO,19/01/2019 09:04,,RADIO,"CA. ANTEQUERA N° 020116, SAN ISIDRO"
"2,658",00764840,SÁBADO,19/01/2019 08:52,,RADIO,"CA. ANTEQUERA N° 020116, SAN ISIDRO"
"2,659",00764521,VIERNES,18/01/2019 08:47,,RADIO,
"2,660",00764524,VIERNES,18/01/2019 08:20,,RADIO,
"2,661",00764246,JUEVES,17/01/2019 07:08,,TELÉFONO,"AV. PRADO ESTE, JAVIER, SAN ISIDRO"
"2,662",00764209,MIÉRCOLES,16/01/2019 23:02,,TELÉFONO,"CA. ANTEQUERA N° SN, SAN ISIDRO"
"2,663",00764205,MIÉRCOLES,16/01/2019 22:49,,TELÉFONO,"CA. ANTEQUERA N° SN, SAN ISIDRO"
"2,664",00763996,MIÉRCOLES,16/01/2019 08:24,,RADIO,"CA. ANTEQUERA N° 020116, SAN ISIDRO"
"2,665",00763974,MIÉRCOLES,16/01/2019 07:45,,TELÉFONO,"CA. ANTEQUERA N° SN, SAN ISIDRO"
"2,666",00763729,MARTES,15/01/2019 08:25,,RADIO,"CA. ANTEQUERA N° 020116, SAN ISIDRO"
"2,667",00763685,MARTES,15/01/2019 07:37,,TELÉFONO,"CA. ANTEQUERA N° 0116, SAN ISIDRO"
"2,668",00763580,LUNES,14/01/2019 16:28,,RADIO,"CA. ANTEQUERA N° 020116, SAN ISIDRO"
"2,669",00763452,LUNES,14/01/2019 09:50,,RADIO,
"2,670",00763453,LUNES,14/01/2019 08:47,,RADIO,
"2,671",00763428,LUNES,14/01/2019 07:32,,TELÉFONO,"AV. GALVEZ BARRENECHEA, JOSÉ N° 0100, SAN ISIDRO"
"2,672",00762972,SÁBADO,12/01/2019 08:39,,TELÉFONO,"CA. ANTEQUERA N° SN, SAN ISIDRO"
"2,673",00762965,SÁBADO,12/01/2019 07:32,,TELÉFONO,"AV. GALVEZ BARRENECHEA, JOSÉ, SAN ISIDRO"
"2,674",00762872,VIERNES,11/01/2019 16:33,,RADIO,"CA. ANTEQUERA N° 0116, SAN ISIDRO"
"2,675",00762871,VIERNES,11/01/2019 16:28,,RADIO,"CA. ANTEQUERA N° 0114, SAN ISIDRO"
"2,676",00762663,VIERNES,11/01/2019 07:40,,TELÉFONO,"CA. ANTEQUERA N° SN, SAN ISIDRO"
"2,677",00762386,JUEVES,10/01/2019 09:03,,RADIO,
"2,678",00762385,JUEVES,10/01/2019 08:21,,RADIO,
"2,679",00762312,MIÉRCOLES,09/01/2019 16:59,,RADIO,
"2,680",00762110,MIÉRCOLES,09/01/2019 07:31,,TELÉFONO,"AV. PRADO ESTE, JAVIER, SAN ISIDRO"
"2,681",00761885,MARTES,08/01/2019 08:39,,RADIO,"CA. ANTEQUERA N° 0116, SAN ISIDRO"
"2,682",00761884,MARTES,08/01/2019 08:11,,RADIO,"CA. ANTEQUERA N° 0116, SAN ISIDRO"
"2,683",00761831,MARTES,08/01/2019 07:57,,TELÉFONO,"CA. ANTEQUERA N° SN, SAN ISIDRO"
"2,684",00761707,LUNES,07/01/2019 16:49,,RADIO,"CA. ANTEQUERA N° 0116, SAN ISIDRO"
"2,685",00761705,LUNES,07/01/2019 16:47,,RADIO,"CA. ANTEQUERA N° 0116, SAN ISIDRO"
"2,686",00761569,LUNES,07/01/2019 08:40,,RADIO,"CA. ANTEQUERA N° 0116, SAN ISIDRO"
"2,687",00761567,LUNES,07/01/2019 08:35,,RADIO,"CA. ANTEQUERA N° 0116, SAN ISIDRO"
"2,688",00761512,LUNES,07/01/2019 03:54,,TELÉFONO,"CA. ANTEQUERA N° 0116, SAN ISIDRO"
"2,689",00761224,SÁBADO,05/01/2019 15:06,,TELÉFONO,"CA. ANTEQUERA N° SN, SAN ISIDRO"
"2,690",00761148,SÁBADO,05/01/2019 07:56,,TELÉFONO,"CA. 32 (URB. CORPAC) N° SN, SAN ISIDRO"
"2,691",00760786,JUEVES,03/01/2019 16:49,,RADIO,"CA. ANTEQUERA N° 0116, SAN ISIDRO"
"2,692",00760650,JUEVES,03/01/2019 09:17,,RADIO,"CA. ANTEQUERA N° 0116, SAN ISIDRO"
"2,693",00760649,JUEVES,03/01/2019 08:40,,RADIO,"CA. ANTEQUERA N° 0116, SAN ISIDRO"
"2,694",00760607,JUEVES,03/01/2019 07:38,,TELÉFONO,"CA. ANTEQUERA N° SN, SAN ISIDRO"
"2,695",00760498,MIÉRCOLES,02/01/2019 17:23,,TELÉFONO,"CA. ANTEQUERA N° 0116, SAN ISIDRO"
"2,696",00760395,MIÉRCOLES,02/01/2019 08:42,,RADIO,
"2,697",00760383,MIÉRCOLES,02/01/2019 08:38,,TELÉFONO,"CA. ANTEQUERA, SAN ISIDRO"
"2,698",00763416,LUNES,14/01/2019 01:43,,RADIO,"AV. AREQUIPA, SAN ISIDRO"
"2,699",00763257,DOMINGO,13/01/2019 02:25,,RADIO,"AV. AREQUIPA, SAN ISIDRO"
"2,700",00762367,JUEVES,10/01/2019 01:45,,RADIO,"AV. AREQUIPA, SAN ISIDRO"
"2,701",00761124,SÁBADO,05/01/2019 02:45,,RADIO,"AV. AREQUIPA, SAN ISIDRO"
"2,702",00765321,LUNES,21/01/2019 15:54,,TELÉFONO,"AV. DEL PARQUE NORTE N° 0777, SAN ISIDRO"
"2,703",00764687,VIERNES,18/01/2019 18:25,,RADIO,"AV. AREQUIPA, SAN ISIDRO"
"2,704",00768103,JUEVES,31/01/2019 19:00,,TELÉFONO,"CA. VALDIVIA, DEAN, SAN ISIDRO"
"2,705",00767893,JUEVES,31/01/2019 09:55,,RADIO,"CA. CHOQUEHUANCA N° 0520, SAN ISIDRO"
"2,706",00767782,MIÉRCOLES,30/01/2019 18:57,,TELÉFONO,"AV. AREQUIPA, SAN ISIDRO"
"2,707",00767547,MARTES,29/01/2019 19:46,,TELÉFONO,"CA. GARCIA, GODOFREDO, SAN ISIDRO"
"2,708",00767264,LUNES,28/01/2019 18:35,,TELÉFONO,"CA. VALDIVIA, DEAN, SAN ISIDRO"
"2,709",00766687,SÁBADO,26/01/2019 09:41,,TELÉFONO,"CA. LOS SAUCES N° 010315 DPTO 1001, SAN ISIDRO"
"2,710",00766557,VIERNES,25/01/2019 19:22,,TELÉFONO,"AV. RIVERA NAVARRETE, RICARDO, SAN ISIDRO"
"2,711",00766225,JUEVES,24/01/2019 17:59,,TELÉFONO,"AV. PRADO OESTE, JAVIER N° 150288, SAN ISIDRO"
"2,712",00765834,MIÉRCOLES,23/01/2019 13:42,,TELÉFONO,"AV. DE ARONA, JUAN, SAN ISIDRO"
"2,713",00765748,MIÉRCOLES,23/01/2019 09:30,,TELÉFONO,"AV. PRADO OESTE, JAVIER N° SN, SAN ISIDRO"
"2,714",00765826,MIÉRCOLES,23/01/2019 08:38,,RADIO,"AV. REPUBLICA, PASEO DE LA, SAN ISIDRO"
"2,715",00765740,MIÉRCOLES,23/01/2019 08:23,,TELÉFONO,"COSTA VERDE N° SN, SAN ISIDRO"
"2,716",00765628,MARTES,22/01/2019 18:15,,TELÉFONO,"CA. VALDIVIA, DEAN N° SN, SAN ISIDRO"
"2,717",00765375,LUNES,21/01/2019 18:32,,TELÉFONO,"CA. VALDIVIA, DEAN, SAN ISIDRO"
"2,718",00765361,LUNES,21/01/2019 18:04,,TELÉFONO,"CA. CHINCHON, SAN ISIDRO"
"2,719",00765355,LUNES,21/01/2019 17:53,,TELÉFONO,"CA. CHINCHON, SAN ISIDRO"
"2,720",00764301,JUEVES,17/01/2019 10:46,,TELÉFONO,"CA. LAS CAMELIAS, SAN ISIDRO"
"2,721",00763833,MARTES,15/01/2019 15:47,,TELÉFONO,"AV. CANAVAL MOREYRA, ENRIQUE, SAN ISIDRO"
"2,722",00763717,MARTES,15/01/2019 10:05,,TELÉFONO,"CA. COCHRANE, ALMIRANTE LORD N° 100192, SAN ISIDRO"
"2,723",00763604,LUNES,14/01/2019 18:54,,TELÉFONO,"CA. CHINCHON, SAN ISIDRO"
"2,724",00762810,VIERNES,11/01/2019 15:35,,TELÉFONO,"CA. LAS CAMELIAS, SAN ISIDRO"
"2,725",00762527,JUEVES,10/01/2019 18:18,,TELÉFONO,"CA. CHINCHON, SAN ISIDRO"
"2,726",00762452,JUEVES,10/01/2019 13:29,,TELÉFONO,"AV. RIVERA NAVARRETE, RICARDO, SAN ISIDRO"
"2,727",00762272,MIÉRCOLES,09/01/2019 18:17,,TELÉFONO,"CA. VALDIVIA, DEAN, SAN ISIDRO"
"2,728",00761737,LUNES,07/01/2019 19:07,,TELÉFONO,"CA. VALDIVIA, DEAN, SAN ISIDRO"
"2,729",00761543,LUNES,07/01/2019 09:24,,TELÉFONO,"CA. GAVILANES, SAN ISIDRO"
"2,730",00761541,LUNES,07/01/2019 09:21,,TELÉFONO,"CA. TUCANES, SAN ISIDRO"
"2,731",00761537,LUNES,07/01/2019 09:13,,TELÉFONO,"AV. DE ARONA, JUAN, SAN ISIDRO"
"2,732",00761249,SÁBADO,05/01/2019 17:56,,TELÉFONO,"CA. LAS FLORES, SAN ISIDRO"
"2,733",00761248,SÁBADO,05/01/2019 17:35,,TELÉFONO,"AV. CADIZ, SAN ISIDRO"
"2,734",00760529,MIÉRCOLES,02/01/2019 19:19,,RADIO,"AV. DOS DE MAYO, SAN ISIDRO"
"2,735",00760447,MIÉRCOLES,02/01/2019 14:08,,TELÉFONO,"AV. SALAVERRY, GENERAL, SAN ISIDRO"
"2,736",00768046,JUEVES,31/01/2019 16:34,,TELÉFONO,"AV. LOS CONQUISTADORES, SAN ISIDRO"
"2,737",00767779,MIÉRCOLES,30/01/2019 18:50,,TELÉFONO,"AV. PEREZ ARANIBAR, AUGUSTO, SAN ISIDRO"
"2,738",00767466,MARTES,29/01/2019 14:35,,TELÉFONO,"AV. PRADO OESTE, JAVIER, SAN ISIDRO"
"2,739",00767426,MARTES,29/01/2019 11:43,,TELÉFONO,"AV. LOS CONQUISTADORES, SAN ISIDRO"
"2,740",00767047,LUNES,28/01/2019 03:47,,TELÉFONO,"AV. PRADO ESTE, JAVIER, SAN ISIDRO"
"2,741",00766440,VIERNES,25/01/2019 13:28,,TELÉFONO,"AV. RIVERA NAVARRETE, RICARDO N° 0600, SAN ISIDRO"
"2,742",00765892,MIÉRCOLES,23/01/2019 16:31,,TELÉFONO,"CA. VILLARAN, LUIS FELIPE N° 0623, SAN ISIDRO"
"2,743",00764676,VIERNES,18/01/2019 19:54,,TELÉFONO,"AV. DOS DE MAYO, SAN ISIDRO"
"2,744",00764634,VIERNES,18/01/2019 16:11,,TELÉFONO,"AV. DE ARONA, JUAN, SAN ISIDRO"
"2,745",00764354,JUEVES,17/01/2019 14:17,,TELÉFONO,"PQ. OVALO QUIÑONES N° SN, SAN ISIDRO"
"2,746",00764321,JUEVES,17/01/2019 11:47,,TELÉFONO,"AV. PRADO OESTE, JAVIER, SAN ISIDRO"
"2,747",00764285,JUEVES,17/01/2019 10:16,,TELÉFONO,"AV. DE RIBERA, NICOLÁS, SAN ISIDRO"
"2,748",00764151,MIÉRCOLES,16/01/2019 19:34,,RADIO,"CA. LA FUENTE, GENERAL N° 010393, SAN ISIDRO"
"2,749",00762838,VIERNES,11/01/2019 17:11,,TELÉFONO,"AV. PRADO OESTE, JAVIER, SAN ISIDRO"
"2,750",00761946,MARTES,08/01/2019 14:30,,TELÉFONO,"PQ. PARQUE BENEMERITA GUARDIA CIVIL N° SN, SAN ISIDRO"
"2,751",00760734,JUEVES,03/01/2019 16:32,,TELÉFONO,"CA. LOS ZORZALES, SAN ISIDRO"
"2,752",00767878,JUEVES,31/01/2019 09:07,,TELÉFONO,"CA. UGARTE Y MOSCOSO, MANUEL SEBASTIAN N° 0831, SAN ISIDRO"
"2,753",00767867,JUEVES,31/01/2019 08:07,,TELÉFONO,"CA. VARGAS DE VARGAS, CAROLINA, SAN ISIDRO"
"2,754",00763688,MARTES,15/01/2019 07:54,,TELÉFONO,"CA. LOS RUISEÑORES OESTE N° SN, SAN ISIDRO"
"2,755",00768090,JUEVES,31/01/2019 18:27,,TELÉFONO,"AV. CAMINO REAL N° 0865, SAN ISIDRO"
"2,756",00768087,JUEVES,31/01/2019 18:24,,TELÉFONO,"CA. SAMANEZ OCAMPO, DAVID N° 0210, SAN ISIDRO"
"2,757",00768088,JUEVES,31/01/2019 18:24,,TELÉFONO,"AV. EL ROSARIO N° 0481, SAN ISIDRO"
"2,758",00768083,JUEVES,31/01/2019 18:10,,TELÉFONO,"CA. LAS MORERAS N° 0112, SAN ISIDRO"
"2,759",00768072,JUEVES,31/01/2019 17:49,,TELÉFONO,"CA. CHINCHON N° 0752, SAN ISIDRO"
"2,760",00768066,JUEVES,31/01/2019 17:35,,TELÉFONO,"CA. VALDIVIA, DEAN N° 0173, SAN ISIDRO"
"2,761",00768065,JUEVES,31/01/2019 17:28,,TELÉFONO,"CA. MARCONI, GUILLERMO N° 0225, SAN ISIDRO"
"2,762",00768052,JUEVES,31/01/2019 16:59,,TELÉFONO,"AV. SANTA CRUZ N° 0496, SAN ISIDRO"
"2,763",00768049,JUEVES,31/01/2019 16:52,,TELÉFONO,"AV. GALVEZ BARRENECHEA, JOSÉ N° 0620, SAN ISIDRO"
"2,764",00768048,JUEVES,31/01/2019 16:50,,TELÉFONO,"CA. LOS SAUCES N° 0377, SAN ISIDRO"
"2,765",00768044,JUEVES,31/01/2019 16:26,,TELÉFONO,"CA. DE ACOSTA, JOSÉ N° 0140, SAN ISIDRO"
"2,766",00768020,JUEVES,31/01/2019 15:19,,TELÉFONO,"CA. ANGULO RAMIREZ, DR. RICARDO J. N° 0762, SAN ISIDRO"
"2,767",00768018,JUEVES,31/01/2019 15:17,,TELÉFONO,"CA. LOS LAURELES, SAN ISIDRO"
"2,768",00768014,JUEVES,31/01/2019 15:11,,TELÉFONO,"AV. DE RIBERA, NICOLÁS, SAN ISIDRO"
"2,769",00768013,JUEVES,31/01/2019 15:10,,TELÉFONO,"CA. LOS OLIVOS, SAN ISIDRO"
"2,770",00768008,JUEVES,31/01/2019 14:56,,TELÉFONO,"CA. POLAR, JUAN MANUEL N° 0179 DPTO 201, SAN ISIDRO"
"2,771",00768005,JUEVES,31/01/2019 14:50,,TELÉFONO,"CA. LAS CAMELIAS N° 0162, SAN ISIDRO"
"2,772",00767997,JUEVES,31/01/2019 14:37,,TELÉFONO,"AV. DE RIBERA, NICOLÁS N° 0455, SAN ISIDRO"
"2,773",00767989,JUEVES,31/01/2019 14:19,,RADIO,"AV. DE RIBERA, NICOLÁS, SAN ISIDRO"
"2,774",00767958,JUEVES,31/01/2019 12:59,,TELÉFONO,"CA. CISNES N° 0235, SAN ISIDRO"
"2,775",00767950,JUEVES,31/01/2019 12:36,,TELÉFONO,"AV. GALVEZ BARRENECHEA, JOSÉ N° 0260, SAN ISIDRO"
"2,776",00767933,JUEVES,31/01/2019 11:43,,TELÉFONO,"CA. 32 (URB. CORPAC) N° 0125, SAN ISIDRO"
"2,777",00767925,JUEVES,31/01/2019 11:25,,TELÉFONO,"AV. CAMINO REAL N° 0390, SAN ISIDRO"
"2,778",00767918,JUEVES,31/01/2019 11:05,,TELÉFONO,"AV. GALVEZ BARRENECHEA, JOSÉ N° 0668 DPTO 201, SAN ISIDRO"
"2,779",00767916,JUEVES,31/01/2019 11:00,,TELÉFONO,"CA. SALAMANCA N° 0201 DPTO 0201, SAN ISIDRO"
"2,780",00767911,JUEVES,31/01/2019 10:51,,TELÉFONO,"CA. COCHRANE, ALMIRANTE LORD N° 0210, SAN ISIDRO"
"2,781",00767894,JUEVES,31/01/2019 09:56,,TELÉFONO,"CA. LA FUENTE, GENERAL N° 0143, SAN ISIDRO"
"2,782",00767890,JUEVES,31/01/2019 09:50,,RADIO,"PZ. BOLLAR, PADRE CONSTANCIO N° 0313, SAN ISIDRO"
"2,783",00767870,JUEVES,31/01/2019 08:10,,TELÉFONO,"AV. DE RIBERA, NICOLÁS N° 0471 DPTO 501, SAN ISIDRO"
"2,784",00767860,JUEVES,31/01/2019 07:38,,TELÉFONO,"CA. UGARTE Y MOSCOSO, MANUEL SEBASTIAN N° 1040, SAN ISIDRO"
"2,785",00767820,MIÉRCOLES,30/01/2019 22:23,,TELÉFONO,"CA. ROCCA DE VERGALLO, NICANOR N° 0374, SAN ISIDRO"
"2,786",00767806,MIÉRCOLES,30/01/2019 21:13,,TELÉFONO,"CA. ROCCA DE VERGALLO, NICANOR N° 120374, SAN ISIDRO"
"2,787",00767766,MIÉRCOLES,30/01/2019 18:14,,TELÉFONO,"CA. EDISON, TOMÁS N° 060105 DPTO 602, SAN ISIDRO"
"2,788",00767764,MIÉRCOLES,30/01/2019 18:03,,TELÉFONO,"CA. SALAZAR, ALFÉREZ ALFREDO N° 0525, SAN ISIDRO"
"2,789",00767745,MIÉRCOLES,30/01/2019 16:59,,TELÉFONO,"CA. GUANAHANI N° 020175, SAN ISIDRO"
"2,790",00767690,MIÉRCOLES,30/01/2019 13:17,,TELÉFONO,"CA. MAIMONIDES, MOSHE BEN MAIMON N° 120137, SAN ISIDRO"
"2,791",00767686,MIÉRCOLES,30/01/2019 12:58,,TELÉFONO,"CA. POLAR, JUAN MANUEL, SAN ISIDRO"
"2,792",00767681,MIÉRCOLES,30/01/2019 12:39,,TELÉFONO,"CA. LOS CEDROS N° 120279, SAN ISIDRO"
"2,793",00767679,MIÉRCOLES,30/01/2019 12:26,,TELÉFONO,"AV. CANAVAL MOREYRA, ENRIQUE N° 0575, SAN ISIDRO"
"2,794",00767675,MIÉRCOLES,30/01/2019 12:03,,TELÉFONO,"AV. PARDO Y ALIAGA, FELIPE N° 030621, SAN ISIDRO"
"2,795",00767672,MIÉRCOLES,30/01/2019 11:53,,TELÉFONO,"AV. REPUBLICA DE PANAMA N° 213418, SAN ISIDRO"
"2,796",00767671,MIÉRCOLES,30/01/2019 11:52,,TELÉFONO,"AV. DE RIBERA, NICOLÁS, SAN ISIDRO"
"2,797",00767667,MIÉRCOLES,30/01/2019 11:47,,TELÉFONO,"CA. PORRAS OSORES, CARLOS N° 020342, SAN ISIDRO"
"2,798",00767665,MIÉRCOLES,30/01/2019 11:35,,TELÉFONO,"AV. GUARDIA CIVIL N° 1040, SAN ISIDRO"
"2,799",00767659,MIÉRCOLES,30/01/2019 11:06,,TELÉFONO,"CA. FUENTES, MANUEL ATANASIO N° 040650, SAN ISIDRO"
"2,800",00767645,MIÉRCOLES,30/01/2019 10:10,,TELÉFONO,"CA. LOS PINOS, SAN ISIDRO"
"2,801",00767644,MIÉRCOLES,30/01/2019 10:03,,TELÉFONO,"CA. SANTA MARGARITA, SAN ISIDRO"
"2,802",00767639,MIÉRCOLES,30/01/2019 09:37,,TELÉFONO,"CA. LOS OLIVOS, SAN ISIDRO"
"2,803",00767633,MIÉRCOLES,30/01/2019 09:03,,TELÉFONO,"CA. GONZALES OLAECHEA, MANUEL, SAN ISIDRO"
"2,804",00767628,MIÉRCOLES,30/01/2019 08:41,,TELÉFONO,"CA. CHOQUEHUANCA, SAN ISIDRO"
"2,805",00767627,MIÉRCOLES,30/01/2019 08:35,,TELÉFONO,"AV. GUARDIA CIVIL N° 0274, SAN ISIDRO"
"2,806",00767626,MIÉRCOLES,30/01/2019 08:34,,TELÉFONO,"AV. PEZET, GENERAL JUAN ANTONIO, SAN ISIDRO"
"2,807",00767624,MIÉRCOLES,30/01/2019 08:22,,TELÉFONO,"AV. LOS CONQUISTADORES N° 180851, SAN ISIDRO"
"2,808",00767563,MARTES,29/01/2019 20:43,,TELÉFONO,"AV. PRADO OESTE, JAVIER N° 012595, SAN ISIDRO"
"2,809",00767546,MARTES,29/01/2019 19:43,,TELÉFONO,"CA. LOS PINOS N° 110545, SAN ISIDRO"
"2,810",00767534,MARTES,29/01/2019 18:35,,TELÉFONO,"AV. DEL PARQUE SUR N° 220381, SAN ISIDRO"
"2,811",00767527,MARTES,29/01/2019 17:45,,TELÉFONO,"AV. LOS CONQUISTADORES N° SN, SAN ISIDRO"
"2,812",00767519,MARTES,29/01/2019 17:18,,TELÉFONO,"CA. LOS LIBERTADORES N° 100722, SAN ISIDRO"
"2,813",00767512,MARTES,29/01/2019 16:53,,TELÉFONO,"CA. BASTIDAS, MICAELA N° 090125, SAN ISIDRO"
"2,814",00767494,MARTES,29/01/2019 15:52,,TELÉFONO,"CA. 54 (URB. CORPAC) N° 020210, SAN ISIDRO"
"2,815",00767484,MARTES,29/01/2019 15:24,,TELÉFONO,"AV. AREQUIPA N° SN, SAN ISIDRO"
"2,816",00767479,MARTES,29/01/2019 15:11,,TELÉFONO,"CA. FUENTES, MANUEL ATANASIO N° 050962, SAN ISIDRO"
"2,817",00767478,MARTES,29/01/2019 15:08,,TELÉFONO,"CA. SANTA MARGARITA, SAN ISIDRO"
"2,818",00767477,MARTES,29/01/2019 15:05,,TELÉFONO,"CA. ACOSTA, CARLOS N° 170160, SAN ISIDRO"
"2,819",00767457,MARTES,29/01/2019 14:03,,TELÉFONO,"CA. VILLARAN, LUIS FELIPE N° 0061, SAN ISIDRO"
"2,820",00767423,MARTES,29/01/2019 11:28,,TELÉFONO,"AV. REPUBLICA DE PANAMA, SAN ISIDRO"
"2,821",00767417,MARTES,29/01/2019 11:07,,TELÉFONO,"CA. LOS OLIVOS, SAN ISIDRO"
"2,822",00767416,MARTES,29/01/2019 11:04,,TELÉFONO,"AV. CANAVAL MOREYRA, ENRIQUE N° 0345, SAN ISIDRO"
"2,823",00767409,MARTES,29/01/2019 10:42,,TELÉFONO,"AV. GUARDIA CIVIL N° 041040, SAN ISIDRO"
"2,824",00767408,MARTES,29/01/2019 10:41,,TELÉFONO,"CA. 2 (URB. CORPAC), SAN ISIDRO"
"2,825",00767394,MARTES,29/01/2019 09:32,,TELÉFONO,"AV. REPUBLICA DE PANAMA, SAN ISIDRO"
"2,826",00767368,MARTES,29/01/2019 08:03,,TELÉFONO,"CA. LOS PINOS N° 0551, SAN ISIDRO"
"2,827",00767323,LUNES,28/01/2019 23:09,,TELÉFONO,"AV. ARAMBURU, ANDRÉS N° 0987, SAN ISIDRO"
"2,828",00767295,LUNES,28/01/2019 20:13,,TELÉFONO,
"2,829",00767283,LUNES,28/01/2019 19:53,,TELÉFONO,"CA. ROMAN, JOSÉ E. N° 0180, SAN ISIDRO"
"2,830",00767250,LUNES,28/01/2019 17:49,,TELÉFONO,"CA. LOS PINOS N° 0379, SAN ISIDRO"
"2,831",00767243,LUNES,28/01/2019 17:35,,TELÉFONO,"AV. ARAMBURU, ANDRÉS N° 0785, SAN ISIDRO"
"2,832",00767241,LUNES,28/01/2019 17:33,,TELÉFONO,"AV. PRADO ESTE, JAVIER N° 0312, SAN ISIDRO"
"2,833",00767207,LUNES,28/01/2019 15:44,,TELÉFONO,"AV. DOS DE MAYO N° 0909, SAN ISIDRO"
"2,834",00767196,LUNES,28/01/2019 15:10,,TELÉFONO,"CA. 1 OESTE (URB. CORPAC ) N° 0061, SAN ISIDRO"
"2,835",00767190,LUNES,28/01/2019 14:42,,TELÉFONO,"CA. PERDICES N° 110181, SAN ISIDRO"
"2,836",00767182,LUNES,28/01/2019 13:58,,TELÉFONO,"AV. PEREZ ARANIBAR, AUGUSTO N° 061872, SAN ISIDRO"
"2,837",00767179,LUNES,28/01/2019 13:51,,TELÉFONO,"CA. LOS CASTAÑOS N° 010410, SAN ISIDRO"
"2,838",00767175,LUNES,28/01/2019 13:21,,TELÉFONO,"CA. ANTEQUERA N° 100211, SAN ISIDRO"
"2,839",00767169,LUNES,28/01/2019 13:12,,TELÉFONO,"CA. RIO DE LA PLATA, SAN ISIDRO"
"2,840",00767155,LUNES,28/01/2019 12:10,,TELÉFONO,"AV. GALVEZ BARRENECHEA, JOSÉ N° 0260, SAN ISIDRO"
"2,841",00767144,LUNES,28/01/2019 11:34,,TELÉFONO,"CA. TELLERIA, SEBASTIAN N° 060153, SAN ISIDRO"
"2,842",00767141,LUNES,28/01/2019 11:24,,TELÉFONO,"CA. FUENTES, MANUEL ATANASIO N° 030934, SAN ISIDRO"
"2,843",00767136,LUNES,28/01/2019 11:04,,TELÉFONO,"CA. GORRIONES N° 030122, SAN ISIDRO"
"2,844",00767129,LUNES,28/01/2019 10:33,,TELÉFONO,"AV. REPUBLICA DE PANAMA N° 013606, SAN ISIDRO"
"2,845",00767124,LUNES,28/01/2019 10:16,,TELÉFONO,"CA. SANTA MARGARITA, SAN ISIDRO"
"2,846",00767118,LUNES,28/01/2019 09:58,,TELÉFONO,"AV. GUARDIA CIVIL N° 0940, SAN ISIDRO"
"2,847",00767114,LUNES,28/01/2019 09:48,,TELÉFONO,"CA. FLORA TRISTAN N° 210565, SAN ISIDRO"
"2,848",00767105,LUNES,28/01/2019 09:29,,TELÉFONO,"CA. FUENTES, MANUEL ATANASIO N° 050870, SAN ISIDRO"
"2,849",00767102,LUNES,28/01/2019 09:22,,TELÉFONO,"AV. CAMINO REAL N° 010931, SAN ISIDRO"
"2,850",00767097,LUNES,28/01/2019 09:11,,TELÉFONO,"CA. ALCATRACES N° 120168, SAN ISIDRO"
"2,851",00767089,LUNES,28/01/2019 08:52,,TELÉFONO,"CA. ROCCA DE VERGALLO, NICANOR N° 0189, SAN ISIDRO"
"2,852",00767084,LUNES,28/01/2019 08:25,,TELÉFONO,"CA. LAS OROPENDOLAS N° 0388, SAN ISIDRO"
"2,853",00767091,LUNES,28/01/2019 08:25,,RADIO,"CA. LAS CASAS, SAN ISIDRO"
"2,854",00767076,LUNES,28/01/2019 08:01,,TELÉFONO,"AV. AV. LARA, GENERAL JACINTO, SAN ISIDRO"
"2,855",00767045,LUNES,28/01/2019 03:10,,TELÉFONO,"AV. DE ALIAGA, JUAN N° 0436, SAN ISIDRO"
"2,856",00767010,DOMINGO,27/01/2019 20:43,,TELÉFONO,"CA. VALLE RIESTRA, GRAL FRANCISCO N° 0195, SAN ISIDRO"
"2,857",00767008,DOMINGO,27/01/2019 20:38,,TELÉFONO,"AV. PRADO ESTE, JAVIER N° 1234, SAN ISIDRO"
"2,858",00766818,SÁBADO,26/01/2019 21:17,,TELÉFONO,"CA. LOS ALAMOS, SAN ISIDRO"
