direccion,id_dpto,departamen,id_prov,provincia,id_dist,distrito,cod_cpnp,comisaria,id_materia,materia,id_tipo,tipo,id_subtipo,subtipo,id_modalidad,modalidad,AÑO_HECHO,MES_HECHO,DIA_HECHO,TURNO_HECH,time,estado,x,y
urb. 28 de julio - los olivos,15,LIMA,1501,LIMA,150117,LOS OLIVOS,1810,CPNP SOL DE ORO,1,FUERO COMUN,105,PATRIMONIO (DELITO),10502,ROBO,1050205,ROBO AGRAVADO EN BANDA,2018,1,9,madrugada,"1/9/2018, 5:20 AM",1,-8580297.10309868,-1346072.4545918342
HOSPITAL DE SAN JUAN LURIGANCHO PARADERO 11 DE LA AV. CTO GRANDE (AREA DE EMERGENCIA),15,LIMA,1501,LIMA,150132,SAN JUAN DE LURIGANCHO,2085,CPNP SANTA ELIZABETH,1,FUERO COMUN,101,"VIDA, EL CUERPO Y LA SALUD (DELITO)",10102,ABORTO,1010201,AUTOABORTO,2018,1,6,noche,"1/6/2018, 10:52 PM",1,-8572000.205415031,-1341856.757411128
"Jirón Camaná 1189, Cercado de Lima 15001, Perú",15,LIMA,1501,LIMA,150101,LIMA,1995,CPNP ALFONSO UGARTE,1,FUERO COMUN,105,PATRIMONIO (DELITO),10506,ESTAFA Y OTRAS DEFRAUDACIONES,1050601,ESTAFA,2018,1,8,mañana,"1/8/2018, 9:00 AM",1,-8575767.9464964,-1352023.3749006952
"CALLE LIZARDO DE LA FUENTE MZ.D, LT.15, URB. SANTA LEONOR,",15,LIMA,1501,LIMA,150108,CHORRILLOS,2240,CPNP MATEO PUMACAHUA,1,FUERO COMUN,105,PATRIMONIO (DELITO),10501,HURTO,1050101,HURTO,2018,1,7,noche,"1/7/2018, 8:30 PM",1,-8572465.031080786,-1367071.6494774865
AV. ROSARIO  NRO. 788 2DO. PISO URB. SEÑOR DE LOS MILAGROS,15,LIMA,1501,LIMA,150117,LOS OLIVOS,1805,CPNP LAURA CALLER IBERICO,1,FUERO COMUN,105,PATRIMONIO (DELITO),10501,HURTO,1050101,HURTO,2018,1,7,mañana,"1/7/2018, 6:00 AM",1,-8580066.15968308,-1341088.476434016
"AA.HH VICTOR RAUL HAYA DE LA TORRE MZ ""L"" LOTE. 24, CALLE ""F"" PAYET ? INDEPENDENCIA",15,LIMA,1501,LIMA,150112,INDEPENDENCIA,1855,CPNP INDEPENDENCIA,1,FUERO COMUN,105,PATRIMONIO (DELITO),10501,HURTO,1050104,HURTO AGRAVADO DURANTE LA NOCHE,2018,1,9,madrugada,"1/9/2018, 4:00 AM",1,-8577369.022004547,-1344902.7604755035
"Calle Los Pinos 411-457, San Isidro 15073, Perú",15,LIMA,1501,LIMA,150131,SAN ISIDRO,2217,CPNP SAN ISIDRO,1,FUERO COMUN,105,PATRIMONIO (DELITO),10501,HURTO,1050119,HURTO DE VEHICULO,2018,1,7,mañana,"1/7/2018, 11:00 AM",1,-8575694.571589876,-1356366.5877297
BOLIVIA MZ. A LT. 3 -. BUENOS AIRES SUR,13,LA LIBERTAD,1301,TRUJILLO,130111,VICTOR LARCO HERRERA,1092,CPNP BUENOS AIRES,1,FUERO COMUN,101,"VIDA, EL CUERPO Y LA SALUD (DELITO)",10103,LESIONES,1010316,LESIONES,2018,1,9,noche,"1/9/2018, 6:00 PM",1,-8800005.677013738,-909753.1295728715
"AV. 02 DE OCTUBRE MZ. T, LT. 03 AA. HH EL OLIVAR DEL NORTE",15,LIMA,1501,LIMA,150117,LOS OLIVOS,1805,CPNP LAURA CALLER IBERICO,1,FUERO COMUN,105,PATRIMONIO (DELITO),10502,ROBO,1050215,ROBO AGRAVADO,2018,1,9,tarde,"1/9/2018, 2:30 PM",1,-8580066.15968308,-1341088.476434016
"Otto Kieffer 184, Callao 07001, Perú",07,CALLAO,0701,CALLAO,070101,CALLAO,6018,CPNP CIUDADELA CHALACA,1,FUERO COMUN,105,PATRIMONIO (DELITO),10502,ROBO,1050215,ROBO AGRAVADO,2018,1,9,tarde,"1/9/2018, 4:30 PM",1,-8586034.49852222,-1351127.2910456269
"Av. Arequipa 2335, Lince Lima 14, Perú",15,LIMA,1501,LIMA,150116,LINCE,2211,CPNP LINCE,1,FUERO COMUN,105,PATRIMONIO (DELITO),10502,ROBO,1050209,ROBO DE CELULAR,2018,1,9,noche,"1/9/2018, 6:20 PM",1,-8575373.468180973,-1355654.257619072
AV. BRASIL CUADRA 07 - C. C. LA RAMBLA,15,LIMA,1501,LIMA,150105,BREÑA,1954,CPNP BREÑA,1,FUERO COMUN,105,PATRIMONIO (DELITO),10501,HURTO,1050101,HURTO,2018,1,7,noche,"1/7/2018, 10:50 PM",1,-8576883.969587315,-1353255.9341927955
AVENIDA LOS COCOS PARED LATERAL DEL CLUB GRAU PIURA,20,PIURA,2001,PIURA,200101,PIURA,0600,CPNP PIURA,1,FUERO COMUN,105,PATRIMONIO (DELITO),10502,ROBO,1050201,ROBO,2018,1,9,noche,"1/9/2018, 7:10 PM",1,-8975873.284737732,-578942.0273365636
PRIMERA ENTRADA DE PRO,15,LIMA,1501,LIMA,150117,LOS OLIVOS,1800,CPNP PRO,1,FUERO COMUN,105,PATRIMONIO (DELITO),10501,HURTO,1050101,HURTO,2018,1,9,noche,"1/9/2018, 6:00 PM",1,-8579613.211806992,-1338520.0398527991
MERCADO UNION Y DIGNIDAD,21,PUNO,2101,PUNO,210101,PUNO,4500,CPNP PUNO,1,FUERO COMUN,105,PATRIMONIO (DELITO),10502,ROBO,1050209,ROBO DE CELULAR,2018,1,9,tarde,"1/9/2018, 4:00 PM",1,-7794593.750971265,-1786173.3732265972
CHOTA-POSOPE ALTO,14,LAMBAYEQUE,1401,CHICLAYO,140117,PATAPO,0898,CPNP POSOPE ALTO,1,FUERO COMUN,104,LIBERTAD (DELITO),10401,VIOLACION DE LA LIBERTAD PERSONAL,1040106,TENTATIVA DE SECUESTRO,2018,1,8,noche,"1/8/2018, 9:10 PM",1,-8864433.613422194,-751770.3125489224
JR. BOLIVAR Y 21 DE SETIEMBRE COMAS,15,LIMA,1501,LIMA,150110,COMAS,1870,CPNP TUPAC AMARU,1,FUERO COMUN,112,SEGURIDAD PUBLICA (DELITO),11201,PELIGRO COMUN,1120102,CONDUCCION EN ESTADO DE EBRIEDAD O DROGADICCION,2018,1,9,noche,"1/9/2018, 6:30 PM",1,-8577378.53982101,-1340936.1470412787
Puerto pizarro,24,TUMBES,2401,TUMBES,240101,TUMBES,5824,CPNP PUERTO PIZARRO,1,FUERO COMUN,105,PATRIMONIO (DELITO),10509,USURPACION,1050901,USURPACION,2018,1,9,mañana,"1/9/2018, 11:00 AM",1,-8949075.878052626,-390274.0577262514
"Lincoln cuadra 04 La Perla 07016, Perú",07,CALLAO,0701,CALLAO,070104,LA PERLA,6026,CPNP LA PERLA,1,FUERO COMUN,105,PATRIMONIO (DELITO),10502,ROBO,1050201,ROBO,2018,1,9,noche,"1/9/2018, 7:25 PM",1,-8585722.314364875,-1353552.2620118894
JR.CHOTA CON DAVALOS LISSON - LIMA,15,LIMA,1501,LIMA,150101,LIMA,1995,CPNP ALFONSO UGARTE,1,FUERO COMUN,105,PATRIMONIO (DELITO),10501,HURTO,1050101,HURTO,2018,1,9,madrugada,"1/9/2018, 12:00 AM",1,-8576150.763761202,-1351592.8913991563
AV. GERMAN AGUIRRE Y TOMAS VALLE- URB SAN GERMAN-SMP,15,LIMA,1501,LIMA,150101,LIMA,1995,CPNP ALFONSO UGARTE,1,FUERO COMUN,105,PATRIMONIO (DELITO),10501,HURTO,1050101,HURTO,2018,1,9,noche,"1/9/2018, 6:45 PM",1,-8576360.144591436,-1350986.4201658403
"Av. Naciones Unidas 1599, Cercado de Lima 15082, Perú",15,LIMA,1501,LIMA,150101,LIMA,2015,CPNP UNIDAD VECINAL MIRONES ALTO,1,FUERO COMUN,112,SEGURIDAD PUBLICA (DELITO),11201,PELIGRO COMUN,1120102,CONDUCCION EN ESTADO DE EBRIEDAD O DROGADICCION,2018,1,9,tarde,"1/9/2018, 4:00 PM",1,-8578372.422498712,-1351667.6197781772
AV. MARÍA REICH CON AV. REVOLUCIÓN,15,LIMA,1501,LIMA,150142,VILLA EL SALVADOR,2275,CPNP URBANIZACION PACHACAMAC,1,FUERO COMUN,105,PATRIMONIO (DELITO),10501,HURTO,1050101,HURTO,2018,1,9,noche,"1/9/2018, 7:00 PM",1,-8562481.375944838,-1373377.385781874
MZ I LT 10 - ASOC. DE VIVIENDA COSTA SUR,07,CALLAO,0701,CALLAO,070101,CALLAO,6000,CPNP CALLAO,1,FUERO COMUN,105,PATRIMONIO (DELITO),10502,ROBO,1050204,ROBO AGRAVADO A MANO ARMADA,2018,1,9,tarde,"1/9/2018, 5:45 PM",1,-8585625.299206011,-1351495.9098302508
CALLE ESMERALDA CON LA CALLE QUILLA COOP. HUANCAYO JURISDICCIÓN DE SANTOYO EL AGUSTINO,15,LIMA,1501,LIMA,150111,EL AGUSTINO,2050,CPNP SANTOYO,1,FUERO COMUN,105,PATRIMONIO (DELITO),10502,ROBO,1050201,ROBO,2018,1,8,tarde,"1/8/2018, 4:30 PM",1,-8571673.471577603,-1351171.1831749722
"JR. CUZCO CUADRA 3, AA. HH. RAUL PORRAS BARRENECHEA",15,LIMA,1501,LIMA,150106,CARABAYLLO,1840,CPNP EL PROGRESO,1,FUERO COMUN,105,PATRIMONIO (DELITO),10502,ROBO,1050216,TENTATIVA DE ROBO,2018,1,9,mañana,"1/9/2018, 6:45 AM",1,-8570192.3434887,-1322148.3215434283
"Centro Comercial El Conquistador, Octavio Muñoz Najar, Arequipa, Perú",04,AREQUIPA,0401,AREQUIPA,040101,AREQUIPA,4070,CPNP SANTA MARTA,1,FUERO COMUN,105,PATRIMONIO (DELITO),10501,HURTO,1050101,HURTO,2018,1,9,tarde,"1/9/2018, 3:30 PM",1,-7962820.678277885,-1851155.4490027044
PRINCIPAL DE SALCEDO,21,PUNO,2101,PUNO,210101,PUNO,4500,CPNP PUNO,1,FUERO COMUN,105,PATRIMONIO (DELITO),10502,ROBO,1050201,ROBO,2018,1,9,tarde,"1/9/2018, 3:00 PM",1,-7792164.759682157,-1789825.5692838603
calle joaquin madrin,15,LIMA,1501,LIMA,150130,SAN BORJA,2195,CPNP SAN BORJA,1,FUERO COMUN,105,PATRIMONIO (DELITO),10502,ROBO,1050201,ROBO,2018,1,6,noche,"1/6/2018, 9:00 PM",1,-8571180.77151135,-1357868.3340609467
REP. PANAMA CON LA AV. ANGAMOS,15,LIMA,1501,LIMA,150141,SURQUILLO,2190,CPNP SURQUILLO,1,FUERO COMUN,105,PATRIMONIO (DELITO),10501,HURTO,1050101,HURTO,2018,1,9,noche,"1/9/2018, 8:05 PM",1,-8573643.73750905,-1358574.0751085647
VILLA PACCHA,20,PIURA,2004,MORROPON,200401,CHULUCANAS,0636,CPNP CHULUCANAS,1,FUERO COMUN,105,PATRIMONIO (DELITO),10501,HURTO,1050101,HURTO,2018,1,8,madrugada,"1/8/2018, 2:00 AM",1,-8923326.310602402,-567768.2203753019
MZ J LOTE 05 URB. KAMA 1 ETAPA SMP,15,LIMA,1501,LIMA,150117,LOS OLIVOS,1805,CPNP LAURA CALLER IBERICO,1,FUERO COMUN,101,"VIDA, EL CUERPO Y LA SALUD (DELITO)",10101,HOMICIDIO,1010107,TENTATIVA DE HOMICIDIO,2018,1,9,noche,"1/9/2018, 7:20 PM",1,-8580066.15968308,-1341088.476434016
AV. SANTA ROSA URB. CIUDAD Y CAMPO  RIMAC.,15,LIMA,1501,LIMA,150128,RIMAC,1912,CPNP PIEDRA LIZA,1,FUERO COMUN,105,PATRIMONIO (DELITO),10502,ROBO,1050201,ROBO,2018,1,9,tarde,"1/9/2018, 4:30 PM",1,-8573285.511387676,-1350017.9920578566
"asoc. el dorado, calle 3 cerca al colegio el dorado, zapallal puente piedra",15,LIMA,1501,LIMA,150125,PUENTE PIEDRA,1825,CPNP ZAPALLAL,1,FUERO COMUN,105,PATRIMONIO (DELITO),10502,ROBO,1050201,ROBO,2018,1,9,noche,"1/9/2018, 7:10 PM",1,-8582570.653194183,-1327907.2149146395
Plaza vea Calle Ucello Cuadra 01,15,LIMA,1501,LIMA,150130,SAN BORJA,2195,CPNP SAN BORJA,1,FUERO COMUN,105,PATRIMONIO (DELITO),10501,HURTO,1050101,HURTO,2018,1,6,tarde,"1/6/2018, 1:30 PM",1,-8571055.781987084,-1356781.877576445
Av. Del Parque URB. CANTO REY SJL.,15,LIMA,1501,LIMA,150132,SAN JUAN DE LURIGANCHO,2090,CPNP CANTO REY,1,FUERO COMUN,105,PATRIMONIO (DELITO),10502,ROBO,1050204,ROBO AGRAVADO A MANO ARMADA,2018,1,9,tarde,"1/9/2018, 2:30 PM",1,-8571831.910827737,-1343368.1633295792
PIZARRO N°956 CENTRO CIVICO - TRUJILLO,13,LA LIBERTAD,1301,TRUJILLO,130101,TRUJILLO,1085,CPNP AYACUCHO,1,FUERO COMUN,105,PATRIMONIO (DELITO),10509,USURPACION,1050901,USURPACION,2018,1,3,mañana,"1/3/2018, 9:30 AM",1,-8797472.156722775,-905958.0855466278
MZ. S1 LOT. 3 3ERA ZONA  AA.HH SEÑOR DE LOS MILAGROS CHOSICA,15,LIMA,1501,LIMA,150118,LURIGANCHO,2472,CPNP CHOSICA,1,FUERO COMUN,118,ADMINISTRACION PUBLICA (DELITO),11801,COMETIDOS POR PARTICULARES,1180109,DESOBEDIENCIA O RESISTENCIA A LA AUTORIDAD,2018,1,9,madrugada,"1/9/2018, 12:00 AM",1,-8536495.96579691,-1337956.4449885555
"Calle Japón, Piura, Perú",20,PIURA,2001,PIURA,200115,VEINTISEIS DE OCTUBRE,0606,CPNP SAN MARTIN,1,FUERO COMUN,105,PATRIMONIO (DELITO),10502,ROBO,1050201,ROBO,2018,1,9,noche,"1/9/2018, 6:00 PM",1,-8977809.527647933,-579338.2473148794
av. wiesse con av. apliacion oeste,15,LIMA,1501,LIMA,150132,SAN JUAN DE LURIGANCHO,2095,CPNP 10 DE OCTUBRE,1,FUERO COMUN,105,PATRIMONIO (DELITO),10502,ROBO,1050201,ROBO,2018,1,9,madrugada,"1/9/2018, 1:00 AM",1,-8569615.207588678,-1339268.3789370498
"AV. UNIVERSITARIA MZ. C, LOTE 1 (INTERSECCION DE LA AV. UNIVERSITARIA Y ANTUNEZ DE MAYOLO)",15,LIMA,1501,LIMA,150117,LOS OLIVOS,1805,CPNP LAURA CALLER IBERICO,1,FUERO COMUN,105,PATRIMONIO (DELITO),10502,ROBO,1050215,ROBO AGRAVADO,2018,1,9,noche,"1/9/2018, 6:15 PM",1,-8580066.15968308,-1341088.476434016
IMPERIAL QUILMANA ALTURA DE LA BALANZA,15,LIMA,1505,CAÑETE,150507,IMPERIAL,2425,CPNP IMPERIAL,1,FUERO COMUN,112,SEGURIDAD PUBLICA (DELITO),11201,PELIGRO COMUN,1120102,CONDUCCION EN ESTADO DE EBRIEDAD O DROGADICCION,2018,1,7,tarde,"1/7/2018, 3:27 PM",1,-8499740.608870788,-1466049.2721213226
"MZ. J, URB. SAN VICENTE - TRUJILLO.",13,LA LIBERTAD,1301,TRUJILLO,130101,TRUJILLO,1085,CPNP AYACUCHO,1,FUERO COMUN,105,PATRIMONIO (DELITO),10502,ROBO,1050215,ROBO AGRAVADO,2018,1,9,noche,"1/9/2018, 7:45 PM",1,-8796442.896710897,-907546.1650722235
VISTA ALEGRE 3RA ETAPA OQUENDO CALLAO,07,CALLAO,0701,CALLAO,070101,CALLAO,6000,CPNP CALLAO,1,FUERO COMUN,105,PATRIMONIO (DELITO),10502,ROBO,1050201,ROBO,2018,1,9,noche,"1/9/2018, 8:30 PM",1,-8585625.299206011,-1351495.9098302508
RESERVORIO DE REBOMBEO PROYECTADO N°2  ASENTAMIENTO HUMANO BASILIO AUQUI,15,LIMA,1501,LIMA,150118,LURIGANCHO,2170,CPNP HUACHIPA,1,FUERO COMUN,105,PATRIMONIO (DELITO),10502,ROBO,1050205,ROBO AGRAVADO EN BANDA,2018,1,7,madrugada,"1/7/2018, 12:10 AM",1,-8562472.526045322,-1346078.9985401824
AV BOCANEGRA CON AV DOMINICOS,07,CALLAO,0701,CALLAO,070101,CALLAO,1810,CPNP SOL DE ORO,1,FUERO COMUN,105,PATRIMONIO (DELITO),10502,ROBO,1050201,ROBO,2018,1,9,noche,"1/9/2018, 8:00 PM",1,-8582640.592892535,-1346443.9477590767
JR. ALFREDO TEJADA DIAZ 342 4T0 PISO,15,LIMA,1501,LIMA,150111,EL AGUSTINO,2050,CPNP SANTOYO,1,FUERO COMUN,104,LIBERTAD (DELITO),10401,VIOLACION DE LA LIBERTAD PERSONAL,1040101,COACCION,2018,1,7,noche,"1/7/2018, 10:00 PM",1,-8571673.471577603,-1351171.1831749722
urb bello horizonte,20,PIURA,2001,PIURA,200101,PIURA,0645,CPNP LOS ALGARROBOS,1,FUERO COMUN,105,PATRIMONIO (DELITO),10502,ROBO,1050204,ROBO AGRAVADO A MANO ARMADA,2018,1,9,noche,"1/9/2018, 8:35 PM",1,-8977762.16498946,-577324.6572210395
PLAZA DE ARMAS DEL AA.HH. ASUNCION 8,15,LIMA,1505,CAÑETE,150507,IMPERIAL,2425,CPNP IMPERIAL,1,FUERO COMUN,112,SEGURIDAD PUBLICA (DELITO),11201,PELIGRO COMUN,1120102,CONDUCCION EN ESTADO DE EBRIEDAD O DROGADICCION,2018,1,9,tarde,"1/9/2018, 5:15 PM",1,-8499022.152877212,-1466403.292592097
CALLE SUCRE S/N DISTRITO DE CHIVAY,04,AREQUIPA,0405,CAYLLOMA,040501,CHIVAY,4020,CPNP CHIVAY CAYLLOMA,1,FUERO COMUN,105,PATRIMONIO (DELITO),10504,APROPIACION ILICITA,1050401,APROPIACION ILICITA COMUN,2018,1,8,mañana,"1/8/2018, 9:00 AM",1,-7970637.098775372,-1762978.0384276307
COLINA CDRA 12  CON REP PANAMA,15,LIMA,1501,LIMA,150141,SURQUILLO,2190,CPNP SURQUILLO,1,FUERO COMUN,105,PATRIMONIO (DELITO),10501,HURTO,1050101,HURTO,2018,1,9,tarde,"1/9/2018, 5:00 PM",1,-8573638.594548576,-1359139.0030972874
DORADO Y SAN MIGUEL - JOSE LEONARDO ORTIZ,14,LAMBAYEQUE,1401,CHICLAYO,140105,JOSE LEONARDO ORTIZ,0804,CPNP JOSE LEONARDO ORTIZ,1,FUERO COMUN,105,PATRIMONIO (DELITO),10502,ROBO,1050204,ROBO AGRAVADO A MANO ARMADA,2018,1,9,noche,"1/9/2018, 8:30 PM",1,-8889221.23575663,-754011.447002421
COMPLEJO HABITACIONAL NICOLAS DE PIEROLA  BLOCK 4. EDIFICIO B. DPTO. 308-CERCADO,04,AREQUIPA,0401,AREQUIPA,040101,AREQUIPA,4068,CPNP PALACIO VIEJO,1,FUERO COMUN,118,ADMINISTRACION PUBLICA (DELITO),11801,COMETIDOS POR PARTICULARES,1180109,DESOBEDIENCIA O RESISTENCIA A LA AUTORIDAD,2018,1,9,mañana,"1/9/2018, 8:30 AM",1,-7963512.617968758,-1852141.703450932
jr. santo cristo surco,15,LIMA,1501,LIMA,150140,SANTIAGO DE SURCO,2205,CPNP SURCO,1,FUERO COMUN,105,PATRIMONIO (DELITO),10501,HURTO,1050101,HURTO,2018,1,9,noche,"1/9/2018, 8:00 PM",1,-8571967.154658211,-1362521.3561212972
AV. BRASIL / AV. JAVIER PRADO,15,LIMA,1501,LIMA,150113,JESUS MARIA,1955,CPNP JESUS MARIA,1,FUERO COMUN,105,PATRIMONIO (DELITO),10501,HURTO,1050101,HURTO,2018,1,9,mañana,"1/9/2018, 8:05 AM",1,-8576446.406064853,-1354248.4393166855
"Corbacho 127, Arequipa, Perú",04,AREQUIPA,0401,AREQUIPA,040101,AREQUIPA,4070,CPNP SANTA MARTA,1,FUERO COMUN,105,PATRIMONIO (DELITO),10501,HURTO,1050104,HURTO AGRAVADO DURANTE LA NOCHE,2018,1,9,noche,"1/9/2018, 8:30 PM",1,-7962708.078612947,-1851177.4155848464
AV. CONDORCANQUI INMEDIACIONES DEL PUENTE CAPRICORNIO,13,LA LIBERTAD,1301,TRUJILLO,130105,LA ESPERANZA,1113,CPNP JERUSALEN WICHANZAO,1,FUERO COMUN,105,PATRIMONIO (DELITO),10501,HURTO,1050101,HURTO,2018,1,9,noche,"1/9/2018, 9:15 PM",1,-8799900.368775448,-901032.953327459
PASEO DE LA REPUBLICA CON AV. MATELLINI,15,LIMA,1501,LIMA,150108,CHORRILLOS,2235,CPNP VILLA,1,FUERO COMUN,105,PATRIMONIO (DELITO),10501,HURTO,1050101,HURTO,2018,1,9,noche,"1/9/2018, 9:10 PM",1,-8572712.349593483,-1366100.78413953
av. huaylas nro. 4836 urb. parque naranjal los olivos,15,LIMA,1501,LIMA,150117,LOS OLIVOS,1805,CPNP LAURA CALLER IBERICO,1,FUERO COMUN,105,PATRIMONIO (DELITO),10502,ROBO,1050236,ASALTO Y ROBO DE VEHICULOS,2018,1,9,noche,"1/9/2018, 8:00 PM",1,-8580066.15968308,-1341088.476434016
AVENIDA 7 DE JUNIO Y JIRON CALLAO,15,LIMA,1501,LIMA,150143,VILLA MARIA DEL TRIUNFO,2280,CPNP VILLA MARIA DEL TRIUNFO,1,FUERO COMUN,105,PATRIMONIO (DELITO),10502,ROBO,1050201,ROBO,2018,1,9,noche,"1/9/2018, 9:15 PM",1,-8563778.971589271,-1363817.1356468163
MZ. C LOTE. 7 - FUNDO PATILLO (CALLE LAUREAMA CON AV. AVIACION ),15,LIMA,1502,BARRANCA,150201,BARRANCA,2360,CPNP BARRANCA,1,FUERO COMUN,105,PATRIMONIO (DELITO),10501,HURTO,1050119,HURTO DE VEHICULO,2018,1,9,noche,"1/9/2018, 7:15 PM",1,-8655512.532686107,-1203469.0668643701
AV. TRES DE OCTUBRE INTERSECCION CON LA RUTA C - VILLA EL SALVADOR,15,LIMA,1501,LIMA,150142,VILLA EL SALVADOR,2270,CPNP VILLA EL SALVADOR,1,FUERO COMUN,105,PATRIMONIO (DELITO),10502,ROBO,1050201,ROBO,2018,1,9,noche,"1/9/2018, 9:00 PM",1,-8565093.521192148,-1370325.773591862
AV. CENTRAL MZ. 36 LTE. C ZONA 9 ASOCIACIÓN DE PEQUEÑOS INDUSTRIALES DE PARQUE PORCINO VENTANILLA,07,CALLAO,0701,CALLAO,070106,VENTANILLA,6030,CPNP VENTANILLA,1,FUERO COMUN,105,PATRIMONIO (DELITO),10506,ESTAFA Y OTRAS DEFRAUDACIONES,1050601,ESTAFA,2018,1,3,mañana,"1/3/2018, 10:05 AM",1,-8585692.391463112,-1331858.2319280868
"Jr De La Union,Jr. De la Union - Mercado Virgen de las Mercedes- AA.HH Marquez Callao 07046, Perú",07,CALLAO,0701,CALLAO,070101,CALLAO,6022,CPNP MARQUEZ,1,FUERO COMUN,105,PATRIMONIO (DELITO),10501,HURTO,1050101,HURTO,2018,1,9,noche,"1/9/2018, 6:30 PM",1,-8586467.300798738,-1339049.8118688927
"544, Arequipa, Perú",04,AREQUIPA,0401,AREQUIPA,040103,CAYMA,4010,CPNP ACEQUIA ALTA,1,FUERO COMUN,105,PATRIMONIO (DELITO),10509,USURPACION,1050901,USURPACION,2018,1,9,mañana,"1/9/2018, 10:00 AM",1,-7962428.428244707,-1842348.4543456146
"Calle 11 8, Piura, Perú",20,PIURA,2001,PIURA,200115,VEINTISEIS DE OCTUBRE,0728,CPNP VEINTISEIS DE OCTUBRE,1,FUERO COMUN,105,PATRIMONIO (DELITO),10501,HURTO,1050107,HURTO AGRAVADO,2018,1,9,noche,"1/9/2018, 9:00 PM",1,-8981467.722891955,-577410.4640029905
"AV. EL TRIUNFO, ALTURA DE LA MUNICIPALIDAD ANTIGUA DE VMT.",15,LIMA,1501,LIMA,150143,VILLA MARIA DEL TRIUNFO,2280,CPNP VILLA MARIA DEL TRIUNFO,1,FUERO COMUN,105,PATRIMONIO (DELITO),10501,HURTO,1050101,HURTO,2018,1,7,tarde,"1/7/2018, 4:00 PM",1,-8565318.175056515,-1364207.202409631
asociación villa san luis mz h lote 14 habitación 202 - santa clara -ate.,15,LIMA,1501,LIMA,150103,ATE,2130,CPNP SANTA CLARA,1,FUERO COMUN,105,PATRIMONIO (DELITO),10501,HURTO,1050103,HURTO AGRAVADO EN CASA HABITADA,2018,1,9,tarde,"1/9/2018, 5:00 PM",1,-8559309.37158248,-1348747.1680562184
HOSPITAL HIPOLITO UNANUE,15,LIMA,1501,LIMA,150111,EL AGUSTINO,2045,CPNP EL AGUSTINO,1,FUERO COMUN,105,PATRIMONIO (DELITO),10501,HURTO,1050101,HURTO,2018,1,9,madrugada,"1/9/2018, 12:00 AM",1,-8570878.817392576,-1350285.3963044623
av. angamos con tomas marsano,15,LIMA,1501,LIMA,150141,SURQUILLO,2190,CPNP SURQUILLO,1,FUERO COMUN,105,PATRIMONIO (DELITO),10502,ROBO,1050201,ROBO,2018,1,9,noche,"1/9/2018, 8:00 PM",1,-8572970.699867716,-1358516.5900787835
MZ A LT 12 ASOC. VIVIENDA LAS FLORES DE NIEVERIA LURIGANCHO CHOSICA,15,LIMA,1501,LIMA,150118,LURIGANCHO,2170,CPNP HUACHIPA,1,FUERO COMUN,105,PATRIMONIO (DELITO),10501,HURTO,1050101,HURTO,2018,1,6,noche,"1/6/2018, 10:30 PM",1,-8562472.526045322,-1346078.9985401824
"Aviación 170, San Miguel 15087, Perú",15,LIMA,1501,LIMA,150136,SAN MIGUEL,1965,CPNP SAN MIGUEL,1,FUERO COMUN,104,LIBERTAD (DELITO),10401,VIOLACION DE LA LIBERTAD PERSONAL,1040101,COACCION,2018,1,8,tarde,"1/8/2018, 4:30 PM",1,-8583138.595551413,-1354991.8282256739
"Av. Defensores del Morro 1968, Cercado de Lima 15067, Perú",15,LIMA,1501,LIMA,150108,CHORRILLOS,2235,CPNP VILLA,1,FUERO COMUN,105,PATRIMONIO (DELITO),10501,HURTO,1050101,HURTO,2018,1,8,mañana,"1/8/2018, 10:00 AM",1,-8572017.531737175,-1367669.937972166
"Mz. M-3 Lt. 5-B, Sector Virgen del Carmen - Manchay",15,LIMA,1501,LIMA,150123,PACHACAMAC,2160,CPNP MANCHAY,1,FUERO COMUN,104,LIBERTAD (DELITO),10409,VIOLACION DE LA LIBERTAD SEXUAL,1040905,VIOLACION SEXUAL DE MENOR DE 14 AÑOS,2018,1,9,noche,"1/9/2018, 8:00 PM",1,-8556898.19708919,-1358594.0170539883
AV. 24  DE JUNIO URB. EL BOSQUE - RIMAC,15,LIMA,1501,LIMA,150128,RIMAC,1915,CPNP EL MANZANO,1,FUERO COMUN,105,PATRIMONIO (DELITO),10502,ROBO,1050201,ROBO,2018,1,9,noche,"1/9/2018, 8:40 PM",1,-8575634.764525533,-1348795.062590506
PARQUE CAYALTI - MONTERRICO - SURCO,15,LIMA,1501,LIMA,150140,SANTIAGO DE SURCO,2210,CPNP MONTERRICO,1,FUERO COMUN,105,PATRIMONIO (DELITO),10502,ROBO,1050236,ASALTO Y ROBO DE VEHICULOS,2018,1,9,noche,"1/9/2018, 9:05 PM",1,-8568450.538548205,-1357600.7494646262
calle los juncos castilla,20,PIURA,2001,PIURA,200104,CASTILLA,0603,CPNP CASTILLA,1,FUERO COMUN,105,PATRIMONIO (DELITO),10502,ROBO,1050201,ROBO,2018,1,9,noche,"1/9/2018, 9:00 PM",1,-8974775.474183427,-578517.9749159539
inmediaciones del mercado la alborada -la ensenada puente piedra,15,LIMA,1501,LIMA,150125,PUENTE PIEDRA,1815,CPNP PUENTE PIEDRA,1,FUERO COMUN,105,PATRIMONIO (DELITO),10502,ROBO,1050201,ROBO,2018,1,9,noche,"1/9/2018, 9:00 PM",1,-8580381.87289092,-1329922.165441785
